Key,Value
[File: PATH-/usr/local/share/emacs/25.3/lisp/epa.el.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/etc/srecode/default.srt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/etc/gmt-6]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/shelve.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/html/pic/alice32.gif]->FILE_READ->[Any],1
[File: PATH-/usr/local/openjdk8/third_party_readme]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/profile/impl/profiler_node.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_with.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/getoptlong/set_options-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/drb/fetch_server-c.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/nspr/md/_win95.cfg]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_strop.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ghostscript/9.16/lib/jispaper.ps]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/nettle/ecc-curve.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/pod/perlhacktips.pod]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/postgresql/server/parser/parse_func.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64tilegx.xe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/gtk-2.0/demo/combobox.c]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_bastion.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/nds32belf_linux.xn]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/mach/core/utf8.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64ppc_fbsd.xc]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_protocol_get_name.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/etc/images/gud/pp.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/mach/core/embedvar.h]->FILE_READ->[Any],2
[File: PATH-/etc/libmap.conf]->FILE_READ->[Any],4619
[File: PATH-/usr/local/share/locale/nn/lc_messages/shared-mime-info.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_trace.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/states/firewall.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/git-core/contrib/stats/git-common-hash]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/nettle/readme]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/tt/lc_messages/gtk30.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/benchmark/tms/stime-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/unicode/search.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shlelf_nbsd.xu]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/urllib3-1.22-py2.7.egg-info/requires.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/html/pic/c51.jpg]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/asio/detail/std_thread.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xsl/docbook/images/callouts/22.svg]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/debbuild.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/distutils/command/__pycache__/bdist_rpm.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/function_types/components.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/c/dbget_dbname.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xcb_*ri_get_drawable_info_unchecked.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/pod::find.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/24x24/actions/media-seek-backward.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/ri/2.4/system/erb/run-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68kelfnbsd.xsce]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/ctypes/test/test_keeprefs.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf32ppcsim.xdwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/icons/hicolor/24x24/apps/emacs.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/curl/ftpuploadfrommem.c]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/engines/webhook.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_x86_64_fbsd.xn]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_ext_get_data.3.gz]->FILE_READ->[Any],3
[File: PATH-/usr/local/man/man3/tiffreadrgbastrip.3tiff.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlinfo_http_version.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/lisp/calc/calc-stuff.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/print/attribute/standard/jobstatereason.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/upgrading/upgrade_4_5_memp.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/h8300h.xe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/base/_regex_words]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/doc/os_mint.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/getopt::std.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_genericpath.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_certificate_set_x509_trust_file.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/libexec/git-core/git-index-pack]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/syntax/stata.vim]->FILE_READ->[Any],1
[File: PATH-/usr/local/libdata/pkgconfig/gtk+-x11-3.0.pc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/48x48/mimetypes/audio-x-generic.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/unix/_bzip2]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/gtk-2.0/demo/hypertext.c]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/imagemagick-6.9.9/modules-q16/coders/mac.la]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/gsfonts/todo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_struct.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/hr/man1/help2man.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shelf32.xsce]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/states/grafana4_datasource.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/h8300elf_linux.xw]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/sk/lc_messages/at-spi2-core.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man1/restorepalette.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/algorithm/searching/detail/bm_traits.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_importlib/namespace_pkgs/project3/parent/child/__pycache__/three.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/win_timezone.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/debian/_apt-show-versions]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gobject-introspection/giscanner/docmain.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xquerytextextents16.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/avahi-compat-howl/corby/object.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/encodings/__init__.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_email_codecs.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/postgresql/timezone/asia/vladivostok]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/bidim/y.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man1/perlqnx.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/licenses/pkgconf-1.4.1,1/license]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_sqlite.py]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/vim/vim80/print/latin1.ps]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xsl/docbook/html/profile-chunk.xsl]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/spi/localenameprovider.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xsl/docbook/html/maketoc.xsl]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xcb_change_pointer_control_checked.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/relimport.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/mail/mailclient.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/america/goose_bay]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/globals_0x6d.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/test/test_resource.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/idlelib/widgetredirector.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gtk-3.0/3.0.0/immodules/im-viqr.so]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/test_email/__pycache__/test_utils.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/idlelib/colordelegator.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/status/semi-starred.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/reperf.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/argyll/ref/clayrgb1998.icm]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/locale::maketext::guts.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curl_multi_wait.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/decimaltestdata/dqrotate.dectest]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/dbm/invert-i.ri]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/concurrent/atomic/atomiclong.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/x11/xaw/togglep.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/_test_multiprocessing.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlopt_mail_auth.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/gnutls_ocsp_resp_print.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ri/2.4/system/bigmath/log-c.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/actions/view-sort-descending.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/48x48/mimetypes/x-package-repository.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/libiconv/iconv_open.3.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gobject-introspection/giscanner/doctemplates/python/record.tmpl]->FILE_READ->[Any],1
[File: PATH-/usr/local/openjdk8/sample/jmx/jmx-scandir/docfiles/remote-connection.jpg]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gobject-introspection/giscanner/maintransformer.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/jar/jarentry.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/asia/jerusalem]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/texinfo/lib/text-unidecode/lib/text/unidecode/xac.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/__pycache__/textwrap.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/HASHta/ibm868.pm]->FILE_READ->[Any],1
[File: PATH-/etc/networks]->FILE_READ->[Any],4
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_l1om.xsce]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/tiff/man/fax2tiff.1.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/functions_0x76.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/win_file.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/memoize/storable.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/__pycache__/tempfile.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/24x24/status/audio-volume-low.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/engines/slack.pyc]->FILE_READ->[Any],1
[Network Connect: Localhost--127.0.0.1:52771]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/share/gtk-doc/html/pango/rotated-text.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/actions/format-text-italic.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/globals_eval_0x72.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/libapr-1.so.0.6.3]->FILE_READ->[Any],2
[File: PATH-/usr/local/etc/aspell.ver]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/gc/readme.rs6000]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/gnu/javax/sound/sampled/wav/wavreader.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/devices/ebook-reader.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/autoconf-2.69/config.guess]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/webp/types.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_colorsys.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/authopt.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/shared_mutex]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/distutils/command/__pycache__/bdist_dumb.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkstackswitcher.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbset_encrypt.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/align/aligned_alloc.hpp]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/vault.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/win_timezone.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man1/perlmacos.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/activation/datasourcedatacontenthandler.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shelf32_linux.xse]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/decimaltestdata/dqremaindernear.dectest]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/libidn/news]->FILE_READ->[Any],1
[File: PATH-/tmp/periodic.hc2z3771oa]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68kpsos.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/svnrdump.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/specfetcher/search_for_dependency-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/sv/lc_messages/sudo.mo]->FILE_READ->[Any],1
[Network Connect: Localhost--128.55.12.122:42020]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/lib/python3.6/__pycache__/struct.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/npm.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/icons/adwaita/48x48/actions/view-sort-ascending.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/linux_acl.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/automake-1.15/automake/rule.pm]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/print/attribute/standard/orientationrequested.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/tie::scalar.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/HASHta/ibm290.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlopt_interface.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ri/2.4/system/array/last-i.ri]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/tspi_context_freememory.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/subversion/dist/backport_branches.dump]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/ipc/cmd.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/prervicccm_8h.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/daemontools.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/lockstat.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/HASHta.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/screen/utf8encodings/01]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/w65.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curl_mime_addpart.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/bin/sed]->PROCESS_LOAD->[Any],6
[File: PATH-/usr/local/share/cups/templates/es/option-pickone.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/test/subprocessdata/sigchild_ignore.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/cgi/queryextension/read_from_cmdline-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/tiff/man/tiffprintdirectory.3tiff.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/sbin/ntpq]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/resolver/molinillo/dependencygraph/addedgenocircular/make_edge-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/nds32elf16m.xn]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/ia/lc_messages/gtkHASHties.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/xfetchbuffer.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/pacific/bougainville]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/ru/samba-exported.tmpl]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/gem_8c.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/imap-uw/rfc/rfc3656.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_unittest.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/unix/_zpool]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/profile/impl/profiler_list_to_slist.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/debian_ip.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/22x22/actions/edit-clear.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/emacs/25.3/lisp/cedet/ede/proj-comp.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/smilies/forced.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_tuple.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/stl/stlelementholHASHtor_ptype.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/html/xleave.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_tdb_set_store_commitment_func.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ri/2.4/system/openssl/x509/store/error_string-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/states/firewalld.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_nbsd.xsw]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlmopt_pushfunction.3.gz]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/icons/adwaita/22x22/apps/system-users.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/locale/ru/lc_messages/gtk30.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/map.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/runit.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/db5/programmer_reference/dumpload_format.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/ppdc/hp.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/imap-uw/rfc/rfc2683.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/vaxnbsd.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/asio/detail/win_fenced_block.hpp]->FILE_READ->[Any],1
[File: PATH-/var/tmp/vi.recover/vi.omqr1m]->FILE_READ->[Any],1
[Network Connect: Localhost--128.55.12.122:43126]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/include/avro/buffer/buffer.hh]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/colorspace_8h.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/cups/templates/pt_br/choose-model.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/test_compileall.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/subversion/buildbot/slaves/win32-xp-vs2005/svnlog.bat]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/22x22/actions/insert-image.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/icons/adwaita/24x24/actions/edit-delete.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_x86_64_cloudabi.xsce]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/progmodes/idlwave.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/indexer/new-c.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/imagemagick-6.9.9/modules-q16/coders/html.so]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/java/zi/antarctica/troll]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/rabbitmq.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/bin/tiffinfo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/dbm/value%3f-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shelf_nto.xsce]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/io::uncompress::anyuncompress.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/curses_tests.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/mach/encode/ebcdic.pm]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/gtk-doc/html/pango/annotation-glossary.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/openjdk8/jre/lib/amd64/jvm.cfg]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/cups/help/accounting.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/email/mime/__init__.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/concurrent/locks/abstractqueuedlongsynchronizer.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/net::ftp.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/bigdecimal/mult-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/urllib3/packages/ordered_dict.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbset_bt_prefix.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_x86_64.xde]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/progmodes/executable.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf32rl78.xw]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_global_set_time_function.3.gz]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/ghostscript/9.16/lib/gs_l.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/encodings/cp1250.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/cursors/crossed_circle]->FILE_READ->[Any],2
